element_symbol,element_name,type,subtype,class,subclass,biosample_acc,asm_acc,target_acc,start_on_contig,end_on_contig,strand,pct_ref_coverage,pct_ref_identity
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441801,GCA_024720275.1,PDT001395433.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441863,GCA_024719025.1,PDT001395371.2,8817,10004,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788352,GCA_003968375.1,PDT000424962.1,40024,41214,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442004,GCA_024715015.1,PDT001395174.2,95606,96793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441815,GCA_024719935.1,PDT001395417.2,9820,11007,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441832,GCA_024719615.1,PDT001395400.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788385,GCA_003969365.1,PDT000424997.1,18531,19721,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441784,GCA_024720595.1,PDT001395449.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441973,GCA_024715635.1,PDT001395205.2,24390,25577,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441918,GCA_024716815.1,PDT001395264.2,41285,42472,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441838,GCA_024719515.1,PDT001395395.2,24392,25579,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441988,GCA_024715315.1,PDT001395190.2,41285,42472,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441943,GCA_024716215.1,PDT001395234.2,9797,10984,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN07291496,GCA_002968655.1,PDT000292995.1,3340806,3341996,-,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441926,GCA_024716555.1,PDT001395251.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442006,GCA_024714935.1,PDT001395170.2,24394,25581,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441823,GCA_024719835.1,PDT001395411.2,24391,25578,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788318,GCA_003968025.1,PDT000424947.1,16343,17533,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788357,GCA_003968615.1,PDT000424974.1,9792,10982,-,100.0,98.74
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442011,GCA_024714835.1,PDT001395165.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441996,GCA_024715175.1,PDT001395182.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN04014935,GCA_001875205.1,PDT000167139.1,2203864,2205054,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441919,GCA_024716705.1,PDT001395258.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788409,GCA_003970625.1,PDT000425035.1,9797,10987,-,100.0,98.74
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442000,GCA_024715095.1,PDT001395178.2,130527,131714,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441894,GCA_024717255.1,PDT001395286.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441922,GCA_024716685.1,PDT001395259.2,9795,10982,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788368,GCA_003969175.1,PDT000424987.1,14498,15688,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441953,GCA_024715995.1,PDT001395223.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441903,GCA_024717065.1,PDT001395277.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441795,GCA_024720385.1,PDT001395438.2,24385,25572,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441807,GCA_024720115.1,PDT001395425.2,40381,41568,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441816,GCA_024719975.1,PDT001395418.2,3568,4755,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441969,GCA_024715675.1,PDT001395207.2,24409,25596,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN34104070,GCA_029635965.2,PDT001684052.2,1,773,+,64.9,100.0
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441881,GCA_024718625.1,PDT001395352.2,15607,16794,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN17616831,GCA_016905405.1,PDT000967878.1,40892,42082,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441927,GCA_024716525.1,PDT001395250.2,9807,10994,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442007,GCA_024714975.1,PDT001395172.2,24386,25573,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441993,GCA_024715255.1,PDT001395186.2,24382,25569,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN07291549,GCA_003324295.1,PDT000352614.1,199210,200400,-,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788322,GCA_003968045.1,PDT000424945.1,15791,16981,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441886,GCA_024717345.1,PDT001395290.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441825,GCA_024719795.1,PDT001395409.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441920,GCA_024716635.1,PDT001395255.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441788,GCA_024720515.1,PDT001395445.2,39889,41076,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441836,GCA_024719575.1,PDT001395398.2,9832,11019,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441925,GCA_024716595.1,PDT001395253.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441989,GCA_024715295.1,PDT001395188.2,41285,42472,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441865,GCA_024718935.1,PDT001395367.2,41285,42472,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441826,GCA_024719725.1,PDT001395405.2,9822,11009,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441785,GCA_024720575.1,PDT001395448.2,40026,41213,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441880,GCA_024718655.1,PDT001395353.2,24398,25585,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441912,GCA_024716875.1,PDT001395267.2,16329,17516,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441921,GCA_024716645.1,PDT001395256.2,4,1188,+,99.75,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441884,GCA_024718585.1,PDT001395350.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN05806171,GCA_021712775.1,PDT000150947.2,3571,4761,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441892,GCA_024717235.1,PDT001395285.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441960,GCA_024715875.1,PDT001395217.2,9807,10994,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788404,GCA_003969865.1,PDT000425023.1,39997,41187,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441935,GCA_024716355.1,PDT001395241.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441914,GCA_024716785.1,PDT001395263.2,9819,11006,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN07291540,GCA_003260415.1,PDT000336705.1,373445,374635,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441786,GCA_024720525.1,PDT001395446.2,9795,10982,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441806,GCA_024720165.1,PDT001395428.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441909,GCA_024716935.1,PDT001395271.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441942,GCA_024716225.1,PDT001395235.2,9797,10984,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441978,GCA_024715495.1,PDT001395198.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441976,GCA_024715565.1,PDT001395202.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442024,GCA_024714615.1,PDT001395154.2,9797,10984,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441931,GCA_024716515.1,PDT001395249.2,9793,10980,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN36726658,GCA_032335095.2,PDT001830568.2,98967,100157,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441964,GCA_024715815.1,PDT001395214.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN17616893,GCA_019740495.1,PDT001116470.1,253781,254971,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441983,GCA_024715395.1,PDT001395193.2,24405,25592,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441952,GCA_024716035.1,PDT001395225.2,24385,25572,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441908,GCA_024716945.1,PDT001395270.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441977,GCA_024715555.1,PDT001395201.2,14553,15740,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442015,GCA_024714795.1,PDT001395163.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441999,GCA_024715115.1,PDT001395179.2,24392,25579,-,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441905,GCA_024717015.1,PDT001395275.2,16329,17516,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441888,GCA_024717375.1,PDT001395291.2,190025,191212,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441895,GCA_024717175.1,PDT001395282.2,9844,11031,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441859,GCA_024719085.1,PDT001395374.2,40380,41420,-,87.63,99.14
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441869,GCA_024718885.1,PDT001395365.2,9801,10988,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441822,GCA_024719815.1,PDT001395410.2,9807,10994,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441995,GCA_024715205.1,PDT001395184.2,24403,25590,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788403,GCA_003969875.1,PDT000425022.1,19072,20262,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441916,GCA_024716755.1,PDT001395261.2,9798,10985,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN04014933,GCA_001874805.1,PDT000167133.1,795143,796333,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441966,GCA_024715795.1,PDT001395213.2,15554,16741,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441930,GCA_024716455.1,PDT001395246.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441941,GCA_024716305.1,PDT001395239.2,15607,16794,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442020,GCA_024714695.1,PDT001395158.2,24386,25573,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788351,GCA_003977995.1,PDT000430057.1,165371,166561,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788376,GCA_003969655.1,PDT000425012.1,39999,41189,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441792,GCA_024720435.1,PDT001395441.2,9815,11002,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442001,GCA_024715075.1,PDT001395177.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441933,GCA_024716435.1,PDT001395245.2,9797,10984,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN07291539,GCA_003193645.1,PDT000326660.1,2091268,2092458,+,100.0,98.23
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441797,GCA_024720355.1,PDT001395437.2,40026,41213,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441998,GCA_024715145.1,PDT001395181.2,9807,10994,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN07291501,GCA_003000755.1,PDT000294807.1,3097296,3098486,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788354,GCA_003968985.1,PDT000424979.1,222658,223848,+,100.0,99.49
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788325,GCA_003968115.1,PDT000424949.1,39915,41105,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441965,GCA_024715775.1,PDT001395212.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441779,GCA_024720695.1,PDT001395454.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442022,GCA_024714665.1,PDT001395157.2,24390,25577,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441780,GCA_024720675.1,PDT001395453.2,9807,10994,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441949,GCA_024716055.1,PDT001395226.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441809,GCA_024720095.1,PDT001395424.2,24391,25578,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788411,GCA_003969965.1,PDT000425026.1,291495,292685,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441979,GCA_024715515.1,PDT001395199.2,15603,16790,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441987,GCA_024715365.1,PDT001395192.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441799,GCA_024720295.1,PDT001395434.2,24384,25571,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441928,GCA_024716575.1,PDT001395252.2,24390,25577,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441940,GCA_024716255.1,PDT001395236.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441802,GCA_024720215.1,PDT001395430.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788340,GCA_003968565.1,PDT000424970.1,16862,18052,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441910,GCA_024716855.1,PDT001395266.2,9858,11045,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441812,GCA_024720055.1,PDT001395422.2,24391,25578,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441828,GCA_024719715.1,PDT001395406.2,24390,25577,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29442025,GCA_024714595.1,PDT001395153.2,40026,41213,-,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441885,GCA_024717435.1,PDT001395296.2,19743,20930,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441821,GCA_024719845.1,PDT001395412.2,24390,25577,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441981,GCA_024715465.1,PDT001395197.2,24400,25587,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788381,GCA_003969735.1,PDT000425015.1,295407,296597,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788337,GCA_003968305.1,PDT000424959.1,213563,214753,+,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441900,GCA_024717075.1,PDT001395276.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441929,GCA_024716475.1,PDT001395247.2,15606,16793,+,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN09788412,GCA_003969955.1,PDT000425027.1,11591,12781,-,100.0,98.99
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN29441994,GCA_024715215.1,PDT001395185.2,24391,25578,-,100.0,99.24
mexX,multidrug efflux RND transporter periplasmic adaptor subunit MexX,AMR,AMR,EFFLUX,EFFLUX,SAMN04014895,GCA_001875165.1,PDT000167137.1,2602884,2604074,-,100.0,99.24
